Trends in Number of COVID-19 Vaccinations in the US,,,,,,,,,,,,,,,,
Date generated: Wed Nov 03 2021 10:56:22 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,,,,,
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated,People Receiving a Booster Dose,Total People Receiving a Booster Dose,7-Day Average Daily Count Booster
Report,12/13/2020,US,,,,,,,0,0,,,,N/A,N/A,N/A
Admin,12/14/2020,US,4290,4160,24142,21120,10560,12071,,,90,3539,1769,0,0,0
Report,12/14/2020,US,,,,,,,509,255,,,,N/A,N/A,N/A
Admin,12/15/2020,US,48550,46364,72692,67484,22495,24230,,,180,3719,1239,0,0,0
Report,12/15/2020,US,,,,,,,12129,4213,,,,N/A,N/A,N/A
Admin,12/16/2020,US,158539,153140,231231,220624,55156,57807,,,359,4078,1019,0,0,0
Report,12/16/2020,US,,,,,,,38996,12909,,,,N/A,N/A,N/A
Admin,12/17/2020,US,270152,263177,501383,483801,96760,100276,,,532,4610,922,0,0,0
Report,12/17/2020,US,,,,,,,75708,25468,,,,N/A,N/A,N/A
Admin,12/18/2020,US,412756,404293,914139,888094,148016,152356,,,938,5548,924,0,0,0
Report,12/18/2020,US,,,,,,,126800,42357,,,,N/A,N/A,N/A
Admin,12/19/2020,US,180689,176963,1094828,1065057,152151,156404,,,934,6482,926,0,0,0
Report,12/19/2020,US,,,,,,,187508,63093,,,,N/A,N/A,N/A
Admin,12/20/2020,US,103932,102124,1198760,1167181,164317,168415,,,626,7108,522,0,0,0
Report,12/20/2020,US,,,,,,,209853,93072,,,,N/A,N/A,N/A
Admin,12/21/2020,US,380544,374271,1579304,1541452,217190,222166,,,1124,8232,670,0,0,0
Report,12/21/2020,US,,,,,,,149957,114422,,,,N/A,N/A,N/A
Admin,12/22/2020,US,447834,439352,2027138,1980804,273331,279206,,,2417,10649,990,0,0,0
Report,12/22/2020,US,,,,,,,189722,139792,,,,N/A,N/A,N/A
Admin,12/23/2020,US,571271,559908,2598409,2540712,331441,338168,,,1985,12634,1222,0,0,0
Report,12/23/2020,US,,,,,,,368173,186817,,,,N/A,N/A,N/A
Admin,12/24/2020,US,195430,190646,2793839,2731358,321080,327493,,,882,13516,1272,0,0,0
Report,12/24/2020,US,,,,,,,338436,224350,,,,N/A,N/A,N/A
Admin,12/25/2020,US,12609,12477,2806448,2743835,265106,270329,,,85,13601,1150,0,0,0
Report,12/25/2020,US,,,,,,,336145,254256,,,,N/A,N/A,N/A
Admin,12/26/2020,US,140822,137949,2947270,2881784,259532,264634,,,569,14170,1098,0,0,0
Report,12/26/2020,US,,,,,,,156478,249823,,,,N/A,N/A,N/A
Admin,12/27/2020,US,95811,93012,3043081,2974796,258231,263474,,,548,14718,1087,0,0,0
Report,12/27/2020,US,,,,,,,61992,228700,,,,N/A,N/A,N/A
Admin,12/28/2020,US,585832,574093,3628913,3548889,286777,292801,,,2962,17680,1349,0,0,0
Report,12/28/2020,US,,,,,,,156220,229595,,,,N/A,N/A,N/A
Admin,12/29/2020,US,714607,698221,4343520,4247110,323758,330911,,,4113,21793,1592,0,0,0
Report,12/29/2020,US,,,,,,,314677,247446,,,,N/A,N/A,N/A
Admin,12/30/2020,US,834919,818203,5178439,5065313,360657,368575,,,6332,28125,2213,0,0,0
Report,12/30/2020,US,,,,,,,441549,257928,,,,N/A,N/A,N/A
Admin,12/31/2020,US,418752,410449,5597191,5475762,392058,400478,,,2710,30835,2474,0,0,0
Report,12/31/2020,US,,,,,,,573278,291477,,,,N/A,N/A,N/A
Admin,1/1/2021,US,81184,74801,5678375,5550563,400961,410275,,,5170,36005,3200,0,0,0
Report,1/1/2021,US,,,,,,,434528,305532,,,,N/A,N/A,N/A
Admin,1/2/2021,US,260824,252290,5939199,5802853,417296,427418,,,2557,38562,3484,0,0,0
Report,1/2/2021,US,,,,,,,290402,324664,,,,N/A,N/A,N/A
Admin,1/3/2021,US,136662,129461,6075861,5932314,422503,433254,,,2397,40959,3748,0,0,0
Report,1/3/2021,US,,,,,,,185279,342276,,,,N/A,N/A,N/A
Admin,1/4/2021,US,648212,590919,6724073,6523233,424906,442165,,,44777,85736,9722,0,0,0
Report,1/4/2021,US,,,,,,,239472,354169,,,,N/A,N/A,N/A
Admin,1/5/2021,US,821356,722864,7545429,7246097,428427,457415,,,87031,172767,21567,0,0,0
Report,1/5/2021,US,,,,,,,337114,357375,,,,N/A,N/A,N/A
Admin,1/6/2021,US,1011927,825326,8557356,8071423,429444,482702,,,170616,343383,45036,0,0,0
Report,1/6/2021,US,,,,,,,600055,380018,,,,N/A,N/A,N/A
Admin,1/7/2021,US,1157826,859245,9715182,8930668,493558,588284,,,277775,621158,84331,0,0,0
Report,1/7/2021,US,,,,,,,730700,402507,,,,N/A,N/A,N/A
Admin,1/8/2021,US,1223742,839802,10938924,9770470,602844,751507,,,359838,980996,134998,0,0,0
Report,1/8/2021,US,,,,,,,870465,464784,,,,N/A,N/A,N/A
Admin,1/9/2021,US,504704,367952,11443628,10138422,619367,786347,,,127707,1108703,152877,0,0,0
Report,1/9/2021,US,,,,,,,790484,536224,,,,N/A,N/A,N/A
Admin,1/10/2021,US,248337,174694,11691965,10313116,625829,802300,,,68686,1177389,162347,0,0,0
Report,1/10/2021,US,,,,,,,727095,613626,,,,N/A,N/A,N/A
Admin,1/11/2021,US,1062804,720260,12754769,11033376,644306,861528,,,321230,1498619,201840,0,0,0
Report,1/11/2021,US,,,,,,,419440,639336,,,,N/A,N/A,N/A
Admin,1/12/2021,US,1246669,909268,14001438,11942644,670935,922287,,,313177,1811796,234147,0,0,0
Report,1/12/2021,US,,,,,,,516858,665014,,,,N/A,N/A,N/A
Admin,1/13/2021,US,1315147,1025066,15316585,12967710,699470,965604,,,269859,2081655,248324,0,0,0
Report,1/13/2021,US,,,,,,,987485,720361,,,,N/A,N/A,N/A
Admin,1/14/2021,US,1303142,1149412,16619727,14117122,740922,986363,,,133944,2215599,227777,0,0,0
Report,1/14/2021,US,,,,,,,1093867,772242,,,,N/A,N/A,N/A
Admin,1/15/2021,US,1256814,1120431,17876541,15237553,781012,991088,,,119405,2335004,193429,0,0,0
Report,1/15/2021,US,,,,,,,956233,784495,,,,N/A,N/A,N/A
Admin,1/16/2021,US,652654,570780,18529195,15808333,809987,1012223,,,71270,2406274,185367,0,0,0
Report,1/16/2021,US,,,,,,,1141043,834574,,,,N/A,N/A,N/A
Admin,1/17/2021,US,306054,256942,18835249,16065275,821737,1020469,,,41785,2448059,181524,0,0,0
Report,1/17/2021,US,,,,,,,856109,853005,,,,N/A,N/A,N/A
Admin,1/18/2021,US,879598,636553,19714847,16701828,809779,994296,,,226657,2674716,168013,0,0,0
Report,1/18/2021,US,,,,,,,548050,871378,,,,N/A,N/A,N/A
Admin,1/19/2021,US,1342324,969662,21057171,17671490,818407,1007961,,,350375,3025091,173327,0,0,0
Report,1/19/2021,US,,,,,,,621154,886277,,,,N/A,N/A,N/A
Admin,1/20/2021,US,1615471,1173727,22672642,18845217,839644,1050865,,,417249,3442340,194383,0,0,0
Report,1/20/2021,US,,,,,,,441318,808253,,,,N/A,N/A,N/A
Admin,1/21/2021,US,1632380,1338657,24305022,20183874,866679,1097899,,,270149,3712489,213841,0,0,0
Report,1/21/2021,US,,,,,,,1021093,797857,,,,N/A,N/A,N/A
Admin,1/22/2021,US,1615689,1388609,25920711,21572483,904990,1149167,,,205327,3917816,226116,0,0,0
Report,1/22/2021,US,,,,,,,1561585,884336,,,,N/A,N/A,N/A
Admin,1/23/2021,US,904085,742616,26824796,22315099,929538,1185085,,,147443,4065259,236997,0,0,0
Report,1/23/2021,US,,,,,,,1430031,925620,,,,N/A,N/A,N/A
Admin,1/24/2021,US,395811,302089,27220607,22617188,935988,1197908,,,86873,4152132,243439,0,0,0
Report,1/24/2021,US,,,,,,,1310665,990557,,,,N/A,N/A,N/A
Admin,1/25/2021,US,1356260,854555,28576867,23471743,967131,1266002,,,477970,4630102,279340,0,0,0
Report,1/25/2021,US,,,,,,,885588,1038776,,,,N/A,N/A,N/A
Admin,1/26/2021,US,1649452,1053225,30226319,24524968,979068,1309878,,,570272,5200374,310754,0,0,0
Report,1/26/2021,US,,,,,,,806751,1065290,,,,N/A,N/A,N/A
Admin,1/27/2021,US,1916973,1249371,32143292,25774339,989875,1352950,,,635748,5836122,341968,0,0,0
Report,1/27/2021,US,,,,,,,1111640,1161050,,,,N/A,N/A,N/A
Admin,1/28/2021,US,1947104,1368348,34090396,27142687,994116,1397910,,,545470,6381592,381300,0,0,0
Report,1/28/2021,US,,,,,,,1541048,1235330,,,,N/A,N/A,N/A
Admin,1/29/2021,US,1892100,1362382,35982496,28505069,990369,1437397,,,483225,6864817,421000,0,0,0
Report,1/29/2021,US,,,,,,,1690979,1253815,,,,N/A,N/A,N/A
Admin,1/30/2021,US,1019470,764180,37001966,29269249,993450,1453881,,,238417,7103234,433996,0,0,0
Report,1/30/2021,US,,,,,,,1693241,1291416,,,,N/A,N/A,N/A
Admin,1/31/2021,US,461338,326919,37463304,29596168,996997,1463242,,,124284,7227518,439340,0,0,0
Report,1/31/2021,US,,,,,,,1545397,1324949,,,,N/A,N/A,N/A
Admin,2/1/2021,US,1353736,761198,38817040,30357366,983660,1462881,,,557574,7785092,450712,0,0,0
Report,2/1/2021,US,,,,,,,1099103,1355451,,,,N/A,N/A,N/A
Admin,2/2/2021,US,1674587,961794,40491627,31319160,970599,1466472,,,683381,8468473,466871,0,0,0
Report,2/2/2021,US,,,,,,,558458,1319981,,,,N/A,N/A,N/A
Admin,2/3/2021,US,2124484,1262483,42616111,32581643,972472,1496117,,,820533,9289006,493269,0,0,0
Report,2/3/2021,US,,,,,,,1097394,1317946,,,,N/A,N/A,N/A
Admin,2/4/2021,US,2325835,1390247,44941946,33971890,975600,1550221,,,895758,10184764,543310,0,0,0
Report,2/4/2021,US,,,,,,,1325456,1287147,,,,N/A,N/A,N/A
Admin,2/5/2021,US,2335076,1354798,47277022,35326688,974517,1613503,,,939422,11124186,608481,0,0,0
Report,2/5/2021,US,,,,,,,1615502,1276364,,,,N/A,N/A,N/A
Admin,2/6/2021,US,1294653,855843,48571675,36182531,987612,1652815,,,416235,11540421,633883,0,0,0
Report,2/6/2021,US,,,,,,,2218752,1351437,,,,N/A,N/A,N/A
Admin,2/7/2021,US,447357,280167,49019032,36462698,980933,1650818,,,154766,11695187,638238,0,0,0
Report,2/7/2021,US,,,,,,,2172973,1441091,,,,N/A,N/A,N/A
Admin,2/8/2021,US,1567001,839590,50586033,37302288,992132,1681284,,,693860,12389047,657707,0,0,0
Report,2/8/2021,US,,,,,,,1206680,1456459,,,,N/A,N/A,N/A
Admin,2/9/2021,US,1959415,1042573,52545448,38344861,1003672,1721974,,,878551,13267598,685589,0,0,0
Report,2/9/2021,US,,,,,,,788573,1489333,,,,N/A,N/A,N/A
Admin,2/10/2021,US,2289167,1228217,54834615,39573078,998776,1745500,,,1022126,14289724,714388,0,0,0
Report,2/10/2021,US,,,,,,,1563780,1555959,,,,N/A,N/A,N/A
Admin,2/11/2021,US,2389777,1276111,57224392,40849189,982471,1754635,,,1073633,15363357,739799,0,0,0
Report,2/11/2021,US,,,,,,,1620300,1598080,,,,N/A,N/A,N/A
Admin,2/12/2021,US,2568826,1380451,59793218,42229640,986136,1788028,,,1141948,16505305,768731,0,0,0
Report,2/12/2021,US,,,,,,,2020288,1655907,,,,N/A,N/A,N/A
Admin,2/13/2021,US,1467659,864778,61260877,43094418,987412,1812743,,,570550,17075855,790776,0,0,0
Report,2/13/2021,US,,,,,,,2231326,1657703,,,,N/A,N/A,N/A
Admin,2/14/2021,US,590754,347126,61851631,43441544,996978,1833228,,,227572,17303427,801177,0,0,0
Report,2/14/2021,US,,,,,,,2242472,1667631,,,,N/A,N/A,N/A
Admin,2/15/2021,US,1172365,618815,63023996,44060359,965439,1776851,,,524559,17827986,776991,0,0,0
Report,2/15/2021,US,,,,,,,1376214,1691850,,,,N/A,N/A,N/A
Admin,2/16/2021,US,1616177,801175,64640173,44861534,930953,1727817,,,778768,18606754,762736,0,0,0
Report,2/16/2021,US,,,,,,,959794,1716311,,,,N/A,N/A,N/A
Admin,2/17/2021,US,1954017,932741,66594190,45794275,888742,1679939,,,983933,19590687,757280,0,0,0
Report,2/17/2021,US,,,,,,,1061463,1644551,,,,N/A,N/A,N/A
Admin,2/18/2021,US,1846323,836700,68440513,46630975,825969,1602303,,,963327,20554014,741522,0,0,0
Report,2/18/2021,US,,,,,,,1455940,1621071,,,,N/A,N/A,N/A
Admin,2/19/2021,US,1958647,835981,70399160,47466956,748188,1515134,,,1078659,21632673,732481,0,0,0
Report,2/19/2021,US,,,,,,,1847276,1596355,,,,N/A,N/A,N/A
Admin,2/20/2021,US,1303654,607227,71702814,48074183,711395,1491705,,,667945,22300618,746394,0,0,0
Report,2/20/2021,US,,,,,,,1704457,1521088,,,,N/A,N/A,N/A
Admin,2/21/2021,US,592747,260551,72295561,48334734,699027,1491990,,,315129,22615747,758902,0,0,0
Report,2/21/2021,US,,,,,,,1801134,1458040,,,,N/A,N/A,N/A
Admin,2/22/2021,US,1454242,630656,73749803,48965390,700719,1532258,,,784206,23399953,795995,0,0,0
Report,2/22/2021,US,,,,,,,1086840,1416701,,,,N/A,N/A,N/A
Admin,2/23/2021,US,1933694,886934,75683497,49852324,712970,1577617,,,1003429,24403382,828089,0,0,0
Report,2/23/2021,US,,,,,,,854609,1401674,,,,N/A,N/A,N/A
Admin,2/24/2021,US,2518168,1262918,78201665,51115242,760138,1658210,,,1207564,25610946,860037,0,0,0
Report,2/24/2021,US,,,,,,,1432864,1454731,,,,N/A,N/A,N/A
Admin,2/25/2021,US,2923582,1554011,81125247,52669253,862611,1812104,,,1308770,26919716,909386,0,0,0
Report,2/25/2021,US,,,,,,,1809170,1505193,,,,N/A,N/A,N/A
Admin,2/26/2021,US,3092805,1689604,84218052,54358857,984557,1974127,,,1343338,28263054,947197,0,0,0
Report,2/26/2021,US,,,,,,,2179947,1552717,,,,N/A,N/A,N/A
Admin,2/27/2021,US,1984906,1149715,86202958,55508572,1062056,2071449,,,799805,29062859,966034,0,0,0
Report,2/27/2021,US,,,,,,,2352116,1645240,,,,N/A,N/A,N/A
Admin,2/28/2021,US,851882,541684,87054840,56050256,1102217,2108468,,,286802,29349661,961987,0,0,0
Report,2/28/2021,US,,,,,,,2429823,1735053,,,,N/A,N/A,N/A
Admin,3/1/2021,US,2005772,1185611,89060612,57235867,1181497,2187258,,,767830,30117491,959648,0,0,0
Report,3/1/2021,US,,,,,,,1663984,1817502,,,,N/A,N/A,N/A
Admin,3/2/2021,US,2451495,1472191,91512107,58708058,1265105,2261230,,,938087,31055578,950313,0,0,0
Report,3/2/2021,US,,,,,,,1731614,1942788,,,,N/A,N/A,N/A
Admin,3/3/2021,US,2891884,1746283,94403991,60454341,1334157,2314618,,,1107745,32163323,936053,0,0,0
Report,3/3/2021,US,,,,,,,1908873,2010790,,,,N/A,N/A,N/A
Admin,3/4/2021,US,3189896,1964695,97593887,62419036,1392826,2352662,,,1220211,33383534,923402,0,0,0
Report,3/4/2021,US,,,,,,,2032374,2042676,,,,N/A,N/A,N/A
Admin,3/5/2021,US,3213627,2014312,100807514,64433348,1439213,2369923,,,1276420,34659954,913842,0,0,0
Report,3/5/2021,US,,,,,,,2435246,2079147,,,,N/A,N/A,N/A
Admin,3/6/2021,US,2047283,1350609,102854797,65783957,1467912,2378834,,,851286,35511240,921197,0,0,0
Report,3/6/2021,US,,,,,,,2904229,2158020,,,,N/A,N/A,N/A
Admin,3/7/2021,US,925560,681044,103780357,66465001,1487821,2389359,,,340608,35851848,928883,0,0,0
Report,3/7/2021,US,,,,,,,2439427,2159392,,,,N/A,N/A,N/A
Admin,3/8/2021,US,2152931,1485239,105933288,67950240,1530625,2410382,,,838086,36689934,938920,0,0,0
Report,3/8/2021,US,,,,,,,1738102,2169981,,,,N/A,N/A,N/A
Admin,3/9/2021,US,2701001,1813322,108634289,69763562,1579358,2446026,,,1069489,37759423,957692,0,0,0
Report,3/9/2021,US,,,,,,,1602746,2151571,,,,N/A,N/A,N/A
Admin,3/10/2021,US,3118528,2070049,111752817,71833611,1625610,2478403,,,1254071,39013494,978595,0,0,0
Report,3/10/2021,US,,,,,,,2028692,2168688,,,,N/A,N/A,N/A
Admin,3/11/2021,US,3433619,2287627,115186436,74121238,1671743,2513221,,,1379905,40393399,1001409,0,0,0
Report,3/11/2021,US,,,,,,,2482603,2233006,,,,N/A,N/A,N/A
Admin,3/12/2021,US,3416072,2126343,118602508,76247581,1687748,2542142,,,1502474,41895873,1033702,0,0,0
Report,3/12/2021,US,,,,,,,2924112,2302844,,,,N/A,N/A,N/A
Admin,3/13/2021,US,2191900,1397337,120794408,77644918,1694423,2562801,,,1009126,42904999,1056251,0,0,0
Report,3/13/2021,US,,,,,,,3234490,2350025,,,,N/A,N/A,N/A
Admin,3/14/2021,US,984492,651977,121778900,78296895,1690271,2571220,,,424485,43329484,1068233,0,0,0
Report,3/14/2021,US,,,,,,,2697779,2386932,,,,N/A,N/A,N/A
Admin,3/15/2021,US,2276941,1501774,124055841,79798669,1692633,2588936,,,858989,44188473,1071219,0,0,0
Report,3/15/2021,US,,,,,,,2021586,2427430,,,,N/A,N/A,N/A
Admin,3/16/2021,US,2878868,1933572,126934709,81732241,1709811,2614345,,,1033326,45221799,1066053,0,0,0
Report,3/16/2021,US,,,,,,,1655996,2435037,,,,N/A,N/A,N/A
Admin,3/17/2021,US,3158273,2133642,130092982,83865883,1718896,2620023,,,1110221,46332020,1045503,0,0,0
Report,3/17/2021,US,,,,,,,2299771,2473762,,,,N/A,N/A,N/A
Admin,3/18/2021,US,3403237,2306302,133496219,86172185,1721564,2615683,,,1189026,47521046,1018235,0,0,0
Report,3/18/2021,US,,,,,,,2692381,2503731,,,,N/A,N/A,N/A
Admin,3/19/2021,US,3329123,2223780,136825342,88395965,1735483,2603262,,,1199059,48720105,974890,0,0,0
Report,3/19/2021,US,,,,,,,2583810,2455116,,,,N/A,N/A,N/A
Admin,3/20/2021,US,2152786,1419279,138978128,89815244,1738618,2597674,,,848850,49568955,951993,0,0,0
Report,3/20/2021,US,,,,,,,3127679,2439857,,,,N/A,N/A,N/A
Admin,3/21/2021,US,1020486,688660,139998614,90503904,1743858,2602816,,,366298,49935253,943681,0,0,0
Report,3/21/2021,US,,,,,,,3039915,2488734,,,,N/A,N/A,N/A
Admin,3/22/2021,US,2356620,1611501,142355234,92115405,1759534,2614199,,,788190,50723443,933567,0,0,0
Report,3/22/2021,US,,,,,,,2028324,2489697,,,,N/A,N/A,N/A
Admin,3/23/2021,US,3054462,1991597,145409696,94107002,1767823,2639283,,,1127536,51850979,947025,0,0,0
Report,3/23/2021,US,,,,,,,1707293,2497025,,,,N/A,N/A,N/A
